"id","countyName","zipCode"
"99298","Franklin"," 47024 "
"99299","Effingham"," 62426 "
"99300","DuPage"," 60139 "
"99301","Crawford"," 51461 "
"99302","Fulton"," 46939 "
"99303","Ellis"," 67671 "
"99304","Dallas"," 50066 "
"99305","Floyd"," 47172 "
"99306","Douglas"," 66524 "
"99307","Clayton"," 52076 "
"99308","Edgar"," 61949 "
"99309","Fountain"," 47969 "
"99310","Clinton"," 52750 "
"99311","Elkhart"," 46550 "
"99312","Delaware"," 47383 "
"99313","DeKalb"," 60178 "
"99314","Cook"," 60056 "
"99315","Champaign"," 61872 "
"99316","Cumberland"," 04101 "
"99317","Aroostook"," 04772 "
"99318","Allen"," 46845 "
"99319","Allegheny"," 15129 "
"99320","Clark"," 89134 "
"99321","Bergen"," 07646 "
"99322","Gallatin"," 62867 "
"99323","Hancock"," 46040 "
"99324","Geary"," 66441 "
"99325","Dickinson"," 51331 "
"99326","Franklin"," 62822 "
"99327","Greene"," 47441 "
"99328","Fulton"," 61427 "
"99329","Hamilton"," 46031 "
"99330","Franklin"," 66042 "
"99331","Des Moines"," 52623 "
"99332","Ford"," 60936 "
"99333","Fayette"," 62422 "
"99334","Grant"," 46938 "
"99335","Ford"," 67876 "
"99336","Decatur"," 50140 "
"99337","Delaware"," 52041 "
"99338","Gibson"," 47660 "
"99339","Ellsworth"," 67454 "
"99340","Franklin"," 47030 "
"99341","Effingham"," 62443 "
"99342","DuPage"," 60143 "
"99343","Crawford"," 51465 "
"99344","Fulton"," 46951 "
"99345","Dallas"," 50069 "
"99346","Clayton"," 52077 "
"99347","Edgar"," 62441 "
"99348","Fountain"," 47987 "
"99349","Clinton"," 52751 "
"99350","Elkhart"," 46553 "
"99351","Delaware"," 47396 "
"99352","DeKalb"," 60518 "
"99353","Cook"," 60062 "
"99354","Champaign"," 61873 "
"99355","Cumberland"," 04102 "
"99356","Aroostook"," 04773 "
"99357","Allegheny"," 15131 "
"99358","Clark"," 89135 "
"99359","Bergen"," 07647 "
"99360","Gallatin"," 62871 "
"99361","Hancock"," 46055 "
"99362","Geary"," 66514 "
"99363","Dickinson"," 51347 "
"99364","Greene"," 62016 "
"99365","Harrison"," 47110 "
"99366","Gove"," 67751 "
"99367","Franklin"," 62836 "
"99368","Dubuque"," 52001 "
"99369","Greene"," 47443 "
"99370","Fulton"," 61431 "
"99371","Hamilton"," 46032 "
"99372","Franklin"," 66067 "
"99373","Des Moines"," 52637 "
"99374","Ford"," 60946 "
"99375","Fayette"," 62458 "
"99376","Grant"," 46952 "
"99377","Ford"," 67882 "
"99378","Decatur"," 50144 "
"99379","Delaware"," 52057 "
"99380","Gibson"," 47665 "
"99381","Ellsworth"," 67490 "
"99382","Franklin"," 47036 "
"99383","Effingham"," 62445 "
"99384","DuPage"," 60148 "
"99385","Crawford"," 51467 "
"99386","Fulton"," 46975 "
"99387","Dallas"," 50070 "
"99388","Clayton"," 52141 "
"99389","Fountain"," 47994 "
"99390","Clinton"," 52777 "
"99391","Elkhart"," 46567 "
"99392","DeKalb"," 60520 "
"99393","Cook"," 60067 "
"99394","Champaign"," 61874 "
"99395","Cumberland"," 04103 "
"99396","Aroostook"," 04774 "
"99397","Allegheny"," 15132 "
"99398","Clark"," 89138 "
"99399","Bergen"," 07648 "
"99400","Grundy"," 60407 "
"99401","Gallatin"," 62934 "
"99402","Hendricks"," 46112 "
"99403","Graham"," 67642 "
"99404","Emmet"," 50514 "
"99405","Hancock"," 46056 "
"99406","Dickinson"," 51351 "
"99407","Greene"," 62044 "
"99408","Harrison"," 47112 "
"99409","Gove"," 67752 "
"99410","Franklin"," 62841 "
"99411","Dubuque"," 52002 "
"99412","Greene"," 47453 "
"99413","Fulton"," 61432 "
"99414","Hamilton"," 46033 "
"99415","Franklin"," 66076 "
"99416","Des Moines"," 52638 "
"99417","Ford"," 60952 "
"99418","Fayette"," 62471 "
"99419","Grant"," 46953 "
"99420","Decatur"," 50262 "
"99421","Delaware"," 52076 "
"99422","Gibson"," 47666 "
"99423","Franklin"," 47060 "
"99424","Effingham"," 62467 "
"99425","DuPage"," 60157 "
"99426","Crawford"," 51528 "
"99427","Fulton"," 46988 "
"99428","Dallas"," 50072 "
"99429","Clayton"," 52156 "
"99430","Elkhart"," 46573 "
"99431","DeKalb"," 60530 "
"99432","Cook"," 60068 "
"99433","Champaign"," 61875 "
"99434","Cumberland"," 04105 "
"99435","Aroostook"," 04776 "
"99436","Allegheny"," 15133 "
"99437","Clark"," 89139 "
"99438","Bergen"," 07649 "
"99439","Grundy"," 60410 "
"99440","Hamilton"," 62828 "
"99441","Henry"," 46148 "
"99442","Grant"," 67880 "
"99443","Fayette"," 50629 "
"99444","Gallatin"," 62954 "
"99445","Hendricks"," 46113 "
"99446","Emmet"," 50531 "
"99447","Hancock"," 46130 "
"99448","Dickinson"," 51355 "
"99449","Greene"," 62054 "
"99450","Harrison"," 47114 "
"99451","Franklin"," 62860 "
"99452","Dubuque"," 52003 "
"99453","Greene"," 47459 "
"99454","Fulton"," 61441 "
"99455","Hamilton"," 46034 "
"99456","Franklin"," 66078 "
"99457","Des Moines"," 52655 "
"99458","Ford"," 60957 "
"99459","Fayette"," 62838 "
"99460","Grant"," 46957 "
"99461","Decatur"," 50264 "
"99462","Delaware"," 52223 "
"99463","Gibson"," 47670 "
"99464","Effingham"," 62473 "
"99465","DuPage"," 60172 "
"99466","Dallas"," 50109 "
"99467","Clayton"," 52157 "
"99468","DeKalb"," 60548 "
"99469","Cook"," 60070 "
"99470","Champaign"," 61877 "
"99471","Cumberland"," 04106 "
"99472","Aroostook"," 04779 "
"99473","Allegheny"," 15135 "
"99474","Clark"," 89141 "
"99475","Bergen"," 07650 "
"99476","Hancock"," 61420 "
"99477","Howard"," 46901 "
"99478","Grundy"," 60416 "
"99479","Hamilton"," 62859 "
"99480","Gray"," 67835 "
"99481","Henry"," 47327 "
"99482","Floyd"," 50435 "
"99483","Fayette"," 50655 "
"99484","Gallatin"," 62979 "
"99485","Hendricks"," 46118 "
"99486","Emmet"," 50578 "
"99487","Hancock"," 46140 "
"99488","Dickinson"," 51360 "
"99489","Greene"," 62082 "
"99490","Harrison"," 47115 "
"99491","Franklin"," 62865 "
"99492","Dubuque"," 52031 "
"99493","Greene"," 47462 "
"99494","Fulton"," 61477 "
"99495","Hamilton"," 46037 "
"99496","Franklin"," 66079 "
"99497","Des Moines"," 52660 "
"99498","Ford"," 60959 "
"99499","Fayette"," 62880 "
"99500","Grant"," 46986 "
"99501","Delaware"," 52237 "
"99502","DuPage"," 60174 "
"99503","Dallas"," 50146 "
"99504","Clayton"," 52158 "
"99505","DeKalb"," 60550 "
"99506","Cook"," 60074 "
"99507","Champaign"," 61878 "
"99508","Cumberland"," 04107 "
"99509","Aroostook"," 04780 "
"99510","Allegheny"," 15136 "
"99511","Clark"," 89142 "
"99512","Bergen"," 07652 "
"99513","Hancock"," 61450 "
"99514","Howard"," 46902 "
"99515","Hardin"," 62919 "
"99516","Grundy"," 60420 "
"99517","Huntington"," 46702 "
"99518","Greenwood"," 66853 "
"99519","Franklin"," 50006 "
"99520","Hamilton"," 62887 "
"99521","Gray"," 67841 "
"99522","Henry"," 47337 "
"99523","Floyd"," 50458 "
"99524","Fayette"," 50662 "
"99525","Gallatin"," 62984 "
"99526","Hendricks"," 46121 "
"99527","Emmet"," 51334 "
"99528","Hancock"," 46161 "
"99529","Greene"," 62092 "
"99530","Harrison"," 47117 "
"99531","Franklin"," 62884 "
"99532","Dubuque"," 52032 "
"99533","Greene"," 47465 "
"99534","Fulton"," 61484 "
"99535","Hamilton"," 46038 "
"99536","Franklin"," 66080 "
"99537","Ford"," 60960 "
"99538","Grant"," 46987 "
"99539","Delaware"," 52330 "
"99540","DuPage"," 60181 "
"99541","Dallas"," 50167 "
"99542","Clayton"," 52159 "
"99543","DeKalb"," 60552 "
"99544","Cook"," 60076 "
"99545","Champaign"," 61880 "
"99546","Cumberland"," 04108 "
"99547","Aroostook"," 04781 "
"99548","Allegheny"," 15137 "
"99549","Clark"," 89143 "
"99550","Bergen"," 07656 "
"99551","Henderson"," 61425 "
"99552","Hancock"," 62311 "
"99553","Jackson"," 47220 "
"99554","Hamilton"," 67878 "
"99555","Fremont"," 51639 "
"99556","Howard"," 46929 "
"99557","Hardin"," 62931 "
"99558","Grundy"," 60424 "
"99559","Huntington"," 46750 "
"99560","Greenwood"," 66860 "
"99561","Franklin"," 50041 "
"99562","Hamilton"," 62895 "
"99563","Gray"," 67853 "
"99564","Henry"," 47346 "
"99565","Floyd"," 50468 "
"99566","Fayette"," 50671 "
"99567","Hendricks"," 46122 "
"99568","Hancock"," 46163 "
"99569","Harrison"," 47122 "
"99570","Franklin"," 62890 "
"99571","Dubuque"," 52033 "
"99572","Greene"," 47471 "
"99573","Fulton"," 61501 "
"99574","Hamilton"," 46040 "
"99575","Franklin"," 66092 "
"99576","Ford"," 60962 "
"99577","Grant"," 46989 "
"99578","DuPage"," 60184 "
"99579","Dallas"," 50220 "
"99580","Clayton"," 52162 "
"99581","DeKalb"," 60556 "
"99582","Cook"," 60077 "
"99583","Champaign"," 61956 "
"99584","Cumberland"," 04109 "
"99585","Aroostook"," 04783 "
"99586","Allegheny"," 15139 "
"99587","Clark"," 89144 "
"99588","Bergen"," 07657 "
"99589","Henry"," 61233 "
"99590","Henderson"," 61437 "
"99591","Jasper"," 46310 "
"99592","Harper"," 67003 "
"99593","Greene"," 50050 "
"99594","Hancock"," 62316 "
"99595","Jackson"," 47229 "
"99596","Fremont"," 51640 "
"99597","Howard"," 46936 "
"99598","Hardin"," 62982 "
"99599","Grundy"," 60437 "
"99600","Huntington"," 46766 "
"99601","Greenwood"," 67045 "
"99602","Franklin"," 50126 "
"99603","Henry"," 47351 "
"99604","Floyd"," 50616 "
"99605","Fayette"," 50674 "
"99606","Hendricks"," 46123 "
"99607","Hancock"," 46186 "
"99608","Harrison"," 47124 "
"99609","Franklin"," 62891 "
"99610","Dubuque"," 52039 "
"99611","Greene"," 47578 "
"99612","Fulton"," 61520 "
"99613","Hamilton"," 46055 "
"99614","Franklin"," 66095 "
"99615","Grant"," 46991 "
"99616","DuPage"," 60185 "
"99617","Dallas"," 50233 "
"99618","Cook"," 60089 "
"99619","Cumberland"," 04110 "
"99620","Aroostook"," 04785 "
"99621","Allegheny"," 15140 "
"99622","Clark"," 89145 "
"99623","Bergen"," 07660 "
"99624","Iroquois"," 60911 "
"99625","Jay"," 47326 "
"99626","Harvey"," 67020 "
"99627","Grundy"," 50613 "
"99628","Henry"," 61234 "
"99629","Henderson"," 61447 "
"99630","Jasper"," 46341 "
"99631","Harper"," 67009 "
"99632","Greene"," 50107 "
"99633","Hancock"," 62321 "
"99634","Jackson"," 47235 "
"99635","Fremont"," 51645 "
"99636","Howard"," 46937 "
"99637","Grundy"," 60444 "
"99638","Huntington"," 46770 "
"99639","Greenwood"," 67047 "
"99640","Franklin"," 50420 "
"99641","Henry"," 47352 "
"99642","Floyd"," 50636 "
"99643","Fayette"," 50681 "
"99644","Hendricks"," 46147 "
"99645","Hancock"," 46229 "
"99646","Harrison"," 47135 "
"99647","Franklin"," 62896 "
"99648","Dubuque"," 52040 "
"99649","Fulton"," 61524 "
"99650","Hamilton"," 46060 "
"99651","Franklin"," 66528 "
"99652","DuPage"," 60187 "
"99653","Dallas"," 50261 "
"99654","Cook"," 60090 "
"99655","Cumberland"," 04260 "
"99656","Aroostook"," 04786 "
"99657","Allegheny"," 15142 "
"99658","Clark"," 89146 "
"99659","Bergen"," 07661 "
"99660","Iroquois"," 60912 "
"99661","Jay"," 47336 "
"99662","Harvey"," 67056 "
"99663","Grundy"," 50621 "
"99664","Jackson"," 62901 "
"99665","Jefferson"," 47138 "
"99666","Haskell"," 67870 "
"99667","Guthrie"," 50002 "
"99668","Henry"," 61235 "
"99669","Henderson"," 61454 "
"99670","Jasper"," 46374 "
"99671","Harper"," 67036 "
"99672","Greene"," 50129 "
"99673","Hancock"," 62330 "
"99674","Jackson"," 47260 "
"99675","Fremont"," 51650 "
"99676","Howard"," 46979 "
"99677","Grundy"," 60447 "
"99678","Huntington"," 46783 "
"99679","Greenwood"," 67122 "
"99680","Franklin"," 50431 "
"99681","Henry"," 47354 "
"99682","Floyd"," 50658 "
"99683","Fayette"," 52135 "
"99684","Hendricks"," 46149 "
"99685","Hancock"," 47384 "
"99686","Harrison"," 47136 "
"99687","Franklin"," 62897 "
"99688","Dubuque"," 52045 "
"99689","Fulton"," 61531 "
"99690","Hamilton"," 46062 "
"99691","DuPage"," 60188 "
"99692","Dallas"," 50263 "
"99693","Cook"," 60091 "
"99694","Aroostook"," 04787 "
"99695","Allegheny"," 15143 "
"99696","Clark"," 89147 "
"99697","Bergen"," 07662 "
"99698","Jasper"," 62432 "
"99699","Jennings"," 47223 "
"99700","Hodgeman"," 67854 "
"99701","Hamilton"," 50034 "
"99702","Iroquois"," 60918 "
"99703","Jay"," 47369 "
"99704","Harvey"," 67062 "
"99705","Grundy"," 50624 "
"99706","Jackson"," 62902 "
"99707","Jefferson"," 47230 "
"99708","Haskell"," 67877 "
"99709","Guthrie"," 50029 "
"99710","Henry"," 61238 "
"99711","Henderson"," 61460 "
"99712","Jasper"," 46392 "
"99713","Harper"," 67058 "
"99714","Greene"," 50217 "
"99715","Hancock"," 62341 "
"99716","Jackson"," 47264 "
"99717","Fremont"," 51652 "
"99718","Howard"," 46995 "
"99719","Grundy"," 60450 "
"99720","Huntington"," 46792 "
"99721","Greenwood"," 67137 "
"99722","Franklin"," 50441 "
"99723","Henry"," 47356 "
"99724","Fayette"," 52141 "
"99725","Hendricks"," 46158 "
"99726","Harrison"," 47142 "
"99727","Franklin"," 62983 "
"99728","Dubuque"," 52046 "
"99729","Fulton"," 61542 "
"99730","Hamilton"," 46069 "
"99731","DuPage"," 60189 "
"99732","Dallas"," 50266 "
"99733","Cook"," 60093 "
"99734","Allegheny"," 15144 "
"99735","Clark"," 89148 "
"99736","Bergen"," 07663 "
"99737","Jasper"," 62448 "
"99738","Jennings"," 47227 "
"99739","Hamilton"," 50075 "
"99740","Jefferson"," 62808 "
"99741","Johnson"," 46106 "
"99742","Jackson"," 66416 "
"99743","Hancock"," 50423 "
"99744","Iroquois"," 60922 "
"99745","Jay"," 47371 "
"99746","Harvey"," 67107 "
"99747","Grundy"," 50638 "
"99748","Jackson"," 62903 "
"99749","Jefferson"," 47231 "
"99750","Guthrie"," 50048 "
"99751","Henry"," 61240 "
"99752","Henderson"," 61462 "
"99753","Jasper"," 47922 "
"99754","Harper"," 67159 "
"99755","Greene"," 50235 "
"99756","Hancock"," 62354 "
"99757","Jackson"," 47274 "
"99758","Fremont"," 51653 "
"99759","Grundy"," 60474 "
"99760","Huntington"," 46940 "
"99761","Franklin"," 50452 "
"99762","Henry"," 47360 "
"99763","Fayette"," 52142 "
"99764","Hendricks"," 46165 "
"99765","Harrison"," 47161 "
"99766","Franklin"," 62999 "
"99767","Dubuque"," 52053 "
"99768","Fulton"," 61544 "
"99769","Hamilton"," 46072 "
"99770","DuPage"," 60190 "
"99771","Dallas"," 50276 "
"99772","Cook"," 60103 "
"99773","Allegheny"," 15145 "
"99774","Clark"," 89149 "
"99775","Bergen"," 07666 "
"99776","Jersey"," 62012 "
"99777","Knox"," 47512 "
"99778","Jefferson"," 66054 "
"99779","Hardin"," 50006 "
"99780","Jasper"," 62459 "
"99781","Jennings"," 47232 "
"99782","Hamilton"," 50130 "
"99783","Jefferson"," 62810 "
"99784","Johnson"," 46124 "
"99785","Jackson"," 66418 "
"99786","Hancock"," 50430 "
"99787","Iroquois"," 60924 "
"99788","Jay"," 47373 "
"99789","Harvey"," 67114 "
"99790","Grundy"," 50642 "
"99791","Jackson"," 62907 "
"99792","Jefferson"," 47243 "
"99793","Guthrie"," 50070 "
"99794","Henry"," 61241 "
"99795","Henderson"," 61469 "
"99796","Jasper"," 47948 "
"99797","Greene"," 51462 "
"99798","Hancock"," 62358 "
"99799","Jackson"," 47281 "
"99800","Fremont"," 51654 "
"99801","Grundy"," 60479 "
"99802","Huntington"," 46952 "
"99803","Franklin"," 50475 "
"99804","Henry"," 47361 "
"99805","Fayette"," 52162 "
"99806","Hendricks"," 46167 "
"99807","Harrison"," 47164 "
"99808","Dubuque"," 52065 "
"99809","Fulton"," 61553 "
"99810","Hamilton"," 46074 "
"99811","DuPage"," 60191 "
"99812","Dallas"," 50323 "
"99813","Cook"," 60104 "
"99814","Allegheny"," 15146 "
"99815","Clark"," 89156 "
"99816","Bergen"," 07670 "
"99817","Jersey"," 62022 "
"99818","Knox"," 47516 "
"99819","Jefferson"," 66060 "
"99820","Jo Daviess"," 61001 "
"99821","Hardin"," 50122 "
"99822","Kosciusko"," 46508 "
"99823","Jewell"," 66956 "
"99824","Harrison"," 51529 "
"99825","Jasper"," 62479 "
"99826","Jennings"," 47265 "
"99827","Hamilton"," 50231 "
"99828","Jefferson"," 62814 "
"99829","Johnson"," 46131 "
"99830","Jackson"," 66436 "
"99831","Hancock"," 50436 "
"99832","Iroquois"," 60926 "
"99833","Harvey"," 67117 "
"99834","Grundy"," 50669 "
"99835","Jackson"," 62916 "
"99836","Jefferson"," 47250 "
"99837","Guthrie"," 50115 "
"99838","Henry"," 61254 "
"99839","Henderson"," 61480 "
"99840","Jasper"," 47977 "
"99841","Hancock"," 62367 "
"99842","Grundy"," 60481 "
"99843","Franklin"," 50605 "
"99844","Henry"," 47362 "
"99845","Fayette"," 52164 "
"99846","Hendricks"," 46168 "
"99847","Dubuque"," 52068 "
"99848","Fulton"," 61563 "
"99849","Hamilton"," 46077 "
"99850","DuPage"," 60439 "
"99851","Dallas"," 50325 "
"99852","Cook"," 60107 "
"99853","Allegheny"," 15147 "
"99854","Clark"," 89158 "
"99855","Bergen"," 07675 "
"99856","Johnson"," 62908 "
"99857","LaGrange"," 46540 "
"99858","Johnson"," 66013 "
"99859","Henry"," 52623 "
"99860","Jersey"," 62028 "
"99861","Knox"," 47535 "
"99862","Jefferson"," 66066 "
"99863","Jo Daviess"," 61025 "
"99864","Hardin"," 50126 "
"99865","Kosciusko"," 46510 "
"99866","Harrison"," 51545 "
"99867","Jasper"," 62480 "
"99868","Jennings"," 47270 "
"99869","Hamilton"," 50246 "
"99870","Jefferson"," 62816 "
"99871","Johnson"," 46142 "
"99872","Jackson"," 66440 "
"99873","Hancock"," 50438 "
"99874","Iroquois"," 60927 "
"99875","Harvey"," 67135 "
"99876","Grundy"," 50680 "
"99877","Jackson"," 62920 "
"99878","Guthrie"," 50128 "
"99879","Henry"," 61262 "
"99880","Henderson"," 62330 "
"99881","Jasper"," 47978 "
"99882","Hancock"," 62373 "
"99883","Grundy"," 60961 "
"99884","Henry"," 47384 "
"99885","Fayette"," 52169 "
"99886","Hendricks"," 46180 "
"99887","Dubuque"," 52073 "
"99888","Hamilton"," 46250 "
"99889","DuPage"," 60440 "
"99890","Cook"," 60120 "
"99891","Allegheny"," 15148 "
"99892","Clark"," 89161 "
"99893","Bergen"," 07676 "
"99894","Johnson"," 62912 "
"99895","LaGrange"," 46565 "
"99896","Johnson"," 66018 "
"99897","Henry"," 52641 "
"99898","Kane"," 60010 "
"99899","Lake"," 46303 "
"99900","Kearny"," 67838 "
"99901","Howard"," 50466 "
"99902","Jersey"," 62031 "
"99903","Knox"," 47557 "
"99904","Jefferson"," 66070 "
"99905","Jo Daviess"," 61028 "
"99906","Hardin"," 50206 "
"99907","Kosciusko"," 46524 "
"99908","Harrison"," 51546 "
"99909","Jasper"," 62481 "
"99910","Jennings"," 47273 "
"99911","Hamilton"," 50249 "
"99912","Jefferson"," 62830 "
"99913","Johnson"," 46143 "
"99914","Jackson"," 66509 "
"99915","Hancock"," 50449 "
"99916","Iroquois"," 60928 "
"99917","Harvey"," 67151 "
"99918","Jackson"," 62924 "
"99919","Guthrie"," 50164 "
"99920","Henry"," 61273 "
"99921","Hancock"," 62379 "
"99922","Grundy"," 61360 "
"99923","Henry"," 47385 "
"99924","Fayette"," 52175 "
"99925","Hendricks"," 46231 "
"99926","Dubuque"," 52078 "
"99927","Hamilton"," 46256 "
"99928","DuPage"," 60502 "
"99929","Cook"," 60126 "
"99930","Allegheny"," 15201 "
"99931","Clark"," 89166 "
"99932","Bergen"," 07677 "
"99933","Kankakee"," 60901 "
"99934","LaPorte"," 46340 "
"99935","Kingman"," 67035 "
"99936","Humboldt"," 50519 "
"99937","Johnson"," 62922 "
"99938","LaGrange"," 46571 "
"99939","Johnson"," 66021 "
"99940","Henry"," 52645 "
"99941","Kane"," 60102 "
"99942","Lake"," 46307 "
"99943","Kearny"," 67860 "
"99944","Howard"," 50628 "
"99945","Jersey"," 62035 "
"99946","Knox"," 47561 "
"99947","Jefferson"," 66073 "
"99948","Jo Daviess"," 61036 "
"99949","Hardin"," 50230 "
"99950","Kosciusko"," 46538 "
"99951","Harrison"," 51555 "
"99952","Hamilton"," 50595 "
"99953","Jefferson"," 62846 "
"99954","Johnson"," 46160 "
"99955","Jackson"," 66552 "
"99956","Hancock"," 50484 "
"99957","Iroquois"," 60930 "
"99958","Harvey"," 67154 "
"99959","Jackson"," 62927 "
"99960","Guthrie"," 50216 "
"99961","Henry"," 61274 "
"99962","Henry"," 47386 "
"99963","Hendricks"," 46234 "
"99964","Dubuque"," 52079 "
"99965","Hamilton"," 46260 "
"99966","DuPage"," 60504 "
"99967","Cook"," 60130 "
"99968","Allegheny"," 15202 "
"99969","Clark"," 89169 "
"99970","Bergen"," 07874 "
"99971","Kankakee"," 60910 "
"99972","LaPorte"," 46346 "
"99973","Kingman"," 67068 "
"99974","Kendall"," 60431 "
"99975","Humboldt"," 50520 "
"99976","Lawrence"," 47264 "
"99977","Kiowa"," 67054 "
"99978","Ida"," 51006 "
"99979","Johnson"," 62923 "
"99980","LaGrange"," 46746 "
"99981","Johnson"," 66025 "
"99982","Henry"," 52647 "
"99983","Kane"," 60109 "
"99984","Lake"," 46311 "
"99985","Howard"," 52136 "
"99986","Jersey"," 62037 "
"99987","Knox"," 47578 "
"99988","Jefferson"," 66088 "
"99989","Jo Daviess"," 61041 "
"99990","Hardin"," 50258 "
"99991","Kosciusko"," 46539 "
"99992","Harrison"," 51556 "
"99993","Hamilton"," 50599 "
"99994","Jefferson"," 62864 "
"99995","Johnson"," 46164 "
"99996","Iroquois"," 60931 "
"99997","Jackson"," 62932 "
"99998","Guthrie"," 50250 "
"99999","Henry"," 61413 "
"100000","Henry"," 47388 "
"100001","Hamilton"," 46280 "
"100002","DuPage"," 60514 "
"100003","Cook"," 60131 "
"100004","Allegheny"," 15203 "
"100005","Clark"," 89178 "
"100006","Bergen"," 07936 "
"100007","Knox"," 61401 "
"100008","Madison"," 46001 "
"100009","Labette"," 67330 "
"100010","Iowa"," 52203 "
"100011","Kankakee"," 60913 "
"100012","LaPorte"," 46348 "
"100013","Kingman"," 67111 "
"100014","Kendall"," 60447 "
"100015","Humboldt"," 50529 "
"100016","Lawrence"," 47420 "
"100017","Kiowa"," 67059 "
"100018","Ida"," 51020 "
"100019","Johnson"," 62939 "
"100020","LaGrange"," 46747 "
"100021","Johnson"," 66030 "
"100022","Henry"," 52649 "
"100023","Kane"," 60110 "
"100024","Lake"," 46312 "
"100025","Howard"," 52155 "
"100026","Jersey"," 62052 "
"100027","Knox"," 47591 "
"100028","Jefferson"," 66097 "
"100029","Jo Daviess"," 61053 "
"100030","Hardin"," 50601 "
"100031","Kosciusko"," 46542 "
"100032","Harrison"," 51557 "
"100033","Jefferson"," 62872 "
"100034","Johnson"," 46181 "
"100035","Iroquois"," 60938 "
"100036","Jackson"," 62950 "
"100037","Guthrie"," 50277 "
"100038","Henry"," 61419 "
"100039","Hamilton"," 46290 "
"100040","DuPage"," 60515 "
"100041","Cook"," 60133 "
"100042","Allegheny"," 15204 "
"100043","Clark"," 89179 "
"100044","Bergen"," 08750 "
"100045","Knox"," 61410 "
"100046","Madison"," 46011 "
"100047","Labette"," 67335 "
"100048","Iowa"," 52301 "
"100049","Lake"," 60002 "
"100050","Marion"," 46107 "
"100051","Lane"," 67839 "
"100052","Jackson"," 52030 "
"100053","Kankakee"," 60914 "
"100054","LaPorte"," 46350 "
"100055","Kingman"," 67142 "
"100056","Kendall"," 60503 "
"100057","Humboldt"," 50541 "
"100058","Lawrence"," 47421 "
"100059","Ida"," 51025 "
"100060","Johnson"," 62943 "
"100061","LaGrange"," 46761 "
"100062","Johnson"," 66061 "
"100063","Henry"," 52654 "
"100064","Kane"," 60118 "
"100065","Lake"," 46319 "
"100066","Knox"," 47596 "
"100067","Jefferson"," 66512 "
"100068","Jo Daviess"," 61075 "
"100069","Hardin"," 50627 "
"100070","Kosciusko"," 46550 "
"100071","Harrison"," 51564 "
"100072","Jefferson"," 62883 "
"100073","Johnson"," 46184 "
"100074","Iroquois"," 60945 "
"100075","Jackson"," 62958 "
"100076","Henry"," 61434 "
"100077","DuPage"," 60516 "
"100078","Cook"," 60153 "
"100079","Allegheny"," 15205 "
"100080","Clark"," 89183 "
"100081","La Salle"," 60470 "
"100082","Marshall"," 46501 "
"100083","Leavenworth"," 66007 "
"100084","Jasper"," 50028 "
"100085","Knox"," 61414 "
"100086","Madison"," 46012 "
"100087","Labette"," 67336 "
"100088","Iowa"," 52307 "
"100089","Lake"," 60010 "
"100090","Marion"," 46113 "
"100091","Jackson"," 52031 "
"100092","Kankakee"," 60915 "
"100093","LaPorte"," 46360 "
"100094","Kendall"," 60504 "
"100095","Humboldt"," 50548 "
"100096","Lawrence"," 47436 "
"100097","Ida"," 51061 "
"100098","Johnson"," 62967 "
"100099","LaGrange"," 46776 "
"100100","Johnson"," 66062 "
"100101","Henry"," 52659 "
"100102","Kane"," 60119 "
"100103","Lake"," 46320 "
"100104","Jefferson"," 66617 "
"100105","Jo Daviess"," 61085 "
"100106","Hardin"," 50672 "
"100107","Kosciusko"," 46555 "
"100108","Harrison"," 51570 "
"100109","Jefferson"," 62889 "
"100110","Johnson"," 46259 "
"100111","Iroquois"," 60948 "
"100112","Jackson"," 62966 "
"100113","Henry"," 61443 "
"100114","DuPage"," 60517 "
"100115","Cook"," 60154 "
"100116","Allegheny"," 15206 "
"100117","La Salle"," 60518 "
"100118","Marshall"," 46504 "
"100119","Leavenworth"," 66012 "
"100120","Lawrence"," 62417 "
"100121","Martin"," 47432 "
"100122","Lincoln"," 67455 "
"100123","Jefferson"," 52533 "
"100124","Jasper"," 50054 "
"100125","Knox"," 61428 "
"100126","Madison"," 46013 "
"100127","Labette"," 67342 "
"100128","Iowa"," 52316 "
"100129","Lake"," 60013 "
"100130","Marion"," 46201 "
"100131","Jackson"," 52032 "
"100132","Kankakee"," 60917 "
"100133","LaPorte"," 46365 "
"100134","Kendall"," 60512 "
"100135","Humboldt"," 50577 "
"100136","Lawrence"," 47446 "
"100137","Ida"," 51445 "
"100138","Johnson"," 62972 "
"100139","LaGrange"," 46786 "
"100140","Johnson"," 66083 "
"100141","Kane"," 60120 "
"100142","Lake"," 46321 "
"100143","Jo Daviess"," 61087 "
"100144","Kosciusko"," 46562 "
"100145","Harrison"," 51579 "
"100146","Jefferson"," 62893 "
"100147","Iroquois"," 60951 "
"100148","Jackson"," 62975 "
"100149","Henry"," 61490 "
"100150","DuPage"," 60521 "
"100151","Cook"," 60155 "
"100152","Allegheny"," 15207 "
"100153","Lee"," 60518 "
"100154","Miami"," 46901 "
"100155","Linn"," 66010 "
"100156","Johnson"," 52235 "
"100157","La Salle"," 60531 "
"100158","Marshall"," 46506 "
"100159","Leavenworth"," 66020 "
"100160","Lawrence"," 62439 "
"100161","Martin"," 47522 "
"100162","Lincoln"," 67481 "
"100163","Jefferson"," 52540 "
"100164","Jasper"," 50112 "
"100165","Knox"," 61430 "
